"Start Year","IsCovidYear","is completed","total words","depression percent","anxiety percent","loneliness percent","distress percent","any word we want percent","depression num mentions","anxiety num mentions","loneliness num mentions","distress num mentions","any word we want num mentions","depression is mentioned","anxiety is mentioned","loneliness is mentioned","distress is mentioned","any word we want is mentioned"
"2010",0,1,47,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,120,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,60,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,215,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,537,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,230,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,1,18,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,22,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,37,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,88,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,387,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,1,432,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,85,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2004",0,1,228,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,34,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,59,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,0,35,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,1,735,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,1,264,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,0,70,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,0,24,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,137,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,167,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,0,31,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,88,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,169,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,1,41,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,1,407,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,119,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,1,26,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2005",0,1,235,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,292,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,539,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,84,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,172,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2002",0,1,206,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,131,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,414,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2004",0,1,83,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2005",0,1,70,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,175,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,0,251,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,198,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,1,767,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2000",0,1,26,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2000",0,1,26,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,0,188,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,0,60,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,69,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2005",0,1,187,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,237,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,0,155,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,1,28,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,0,139,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,46,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,564,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,129,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,32,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,1,125,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,1,31,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,103,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2002",0,0,335,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,213,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,0,35,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,108,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,241,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2002",0,1,23,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,51,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,205,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,328,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,218,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,54,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"1995",0,1,396,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,187,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,232,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,0,29,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2006",0,0,11,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,417,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,114,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,0,116,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2003",0,1,791,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,0,368,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,427,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2001",0,0,102,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"1999",0,1,159,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2005",0,1,252,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,0,65,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,0,413,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,105,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,46,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,180,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,0,192,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2005",0,0,25,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,1,19,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,244,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2002",0,1,319,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,0,212,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,37,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,36,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,1,24,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,337,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,0,21,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,0,221,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,21,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,53,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,1,323,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,642,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,123,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,135,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,247,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,120,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,241,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,33,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,119,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,290,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,51,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,0,222,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,36,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,1,22,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2005",0,0,353,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,415,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,104,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,144,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,274,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2003",0,1,560,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,1,91,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,36,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,67,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,227,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,0,90,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2001",0,1,86,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,53,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,194,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,0,59,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,74,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,73,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,218,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,1,211,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,32,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,532,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,26,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,1,1077,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,187,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,0,77,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,27,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,160,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,50,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,23,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,1009,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,185,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,77,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2005",0,1,94,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,154,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,196,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,0,171,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,243,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,20,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,20,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2001",0,1,315,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,197,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,78,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,0,120,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2006",0,1,84,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2004",0,1,45,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,0,155,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,66,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,16,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,441,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,435,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,0,890,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,1,1004,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,392,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,240,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,36,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2003",0,1,44,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,90,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,27,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,324,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,0,50,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2003",0,1,45,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,0,102,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,17,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,30,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,313,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2003",0,1,45,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,25,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,281,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,19,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,46,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,44,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,615,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,461,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,470,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,42,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,1,99,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,1,17,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"1995",0,1,87,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,777,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,32,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2025",0,0,157,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,1569,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,458,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,0,172,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,280,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,31,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,512,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,339,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,1,620,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"1999",0,1,348,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,374,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,34,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,25,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,154,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,285,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,170,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,1,218,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,336,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2006",0,1,192,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,116,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,208,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,767,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,1,98,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,109,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,98,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,0,58,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,248,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,762,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2000",0,1,268,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,249,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,338,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,235,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,310,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2000",0,1,139,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,1,67,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,343,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,711,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,484,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2006",0,0,61,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,135,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,203,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,1,330,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,90,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,1,33,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,313,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,1,150,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,0,69,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2003",0,1,85,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
